value,Wall,Door_Start,Door,Door_Passed,Wall_End
0,0.06592956592956593,0.00617283950617284,0.0017482517482517483,0.00617283950617284,0.003012048192771084
1,0.0085995085995086,0.00617283950617284,0.0017482517482517483,0.00617283950617284,0.03313253012048193
2,0.0085995085995086,0.00617283950617284,0.0017482517482517483,0.00617283950617284,0.03313253012048193
3,0.020884520884520884,0.06790123456790124,0.0017482517482517483,0.00617283950617284,0.09337349397590361
4,0.04954954954954955,0.12962962962962965,0.10664335664335663,0.25308641975308643,0.09337349397590361
5,0.4221949221949222,0.5617283950617284,0.07167832167832167,0.4382716049382716,0.12349397590361444
6,0.38124488124488126,0.19135802469135804,0.229020979020979,0.25308641975308643,0.2439759036144578
7,0.01678951678951679,0.00617283950617284,0.2115384615384615,0.00617283950617284,0.21385542168674695
8,0.024979524979524978,0.00617283950617284,0.17657342657342656,0.00617283950617284,0.06325301204819277
9,0.0004095004095004095,0.00617283950617284,0.17657342657342656,0.00617283950617284,0.09337349397590361
10,0.0004095004095004095,0.00617283950617284,0.019230769230769232,0.00617283950617284,0.003012048192771084
11,0.0004095004095004095,0.00617283950617284,0.0017482517482517483,0.00617283950617284,0.003012048192771084
